Region,Country/Area,Year,Series,Value,Source,Continent,Hofstede_pdi,Hofstede_idv,Hofstede_mas,Hofstede_uai,Hofstede_mean
196,Cyprus,2017,GDP real rates of growth (percent),4.2,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,,,,,
203,Czechia,2015,GDP real rates of growth (percent),5.3,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,57,58,57,74,61.5
203,Czechia,2016,GDP real rates of growth (percent),2.5,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,57,58,57,74,61.5
203,Czechia,2017,GDP real rates of growth (percent),4.3,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,57,58,57,74,61.5
408,Dem. People's Rep. Korea,2015,GDP real rates of growth (percent),-1.1,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,,,,,
408,Dem. People's Rep. Korea,2016,GDP real rates of growth (percent),3.9,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,,,,,
408,Dem. People's Rep. Korea,2017,GDP real rates of growth (percent),-3.5,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,,,,,
180,Dem. Rep. of the Congo,2015,GDP real rates of growth (percent),6.9,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
180,Dem. Rep. of the Congo,2016,GDP real rates of growth (percent),2.4,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
180,Dem. Rep. of the Congo,2017,GDP real rates of growth (percent),3.7,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
208,Denmark,2015,GDP real rates of growth (percent),2.3,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,18,74,16,23,32.75
208,Denmark,2016,GDP real rates of growth (percent),2.4,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,18,74,16,23,32.75
208,Denmark,2017,GDP real rates of growth (percent),2.3,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,18,74,16,23,32.75
262,Djibouti,2015,GDP real rates of growth (percent),9.7,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
262,Djibouti,2016,GDP real rates of growth (percent),8.7,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
262,Djibouti,2017,GDP real rates of growth (percent),4.1,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
212,Dominica,2015,GDP real rates of growth (percent),-2.6,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",America,,,,,
212,Dominica,2016,GDP real rates of growth (percent),2.5,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",America,,,,,
212,Dominica,2017,GDP real rates of growth (percent),-9.5,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",America,,,,,
214,Dominican Republic,2015,GDP real rates of growth (percent),7,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",America,,,,,
214,Dominican Republic,2016,GDP real rates of growth (percent),6.6,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",America,,,,,
214,Dominican Republic,2017,GDP real rates of growth (percent),4.6,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",America,,,,,
218,Ecuador,2015,GDP real rates of growth (percent),0.1,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",America,78,8,63,67,54
218,Ecuador,2016,GDP real rates of growth (percent),-1.6,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",America,78,8,63,67,54
218,Ecuador,2017,GDP real rates of growth (percent),3,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",America,78,8,63,67,54
818,Egypt,2015,GDP real rates of growth (percent),4.4,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
818,Egypt,2016,GDP real rates of growth (percent),4.3,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
818,Egypt,2017,GDP real rates of growth (percent),4.2,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
222,El Salvador,2015,GDP real rates of growth (percent),2.4,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",America,66,19,40,94,54.75
222,El Salvador,2016,GDP real rates of growth (percent),2.6,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",America,66,19,40,94,54.75
222,El Salvador,2017,GDP real rates of growth (percent),2.3,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",America,66,19,40,94,54.75
226,Equatorial Guinea,2015,GDP real rates of growth (percent),-9.1,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
226,Equatorial Guinea,2016,GDP real rates of growth (percent),-8.6,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
226,Equatorial Guinea,2017,GDP real rates of growth (percent),-3.2,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
232,Eritrea,2015,GDP real rates of growth (percent),2.6,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
232,Eritrea,2016,GDP real rates of growth (percent),1.9,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
232,Eritrea,2017,GDP real rates of growth (percent),5,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
233,Estonia,2015,GDP real rates of growth (percent),1.7,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,40,60,30,60,47.5
233,Estonia,2016,GDP real rates of growth (percent),2.1,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,40,60,30,60,47.5
233,Estonia,2017,GDP real rates of growth (percent),4.9,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,40,60,30,60,47.5
748,Eswatini,2015,GDP real rates of growth (percent),0.4,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
748,Eswatini,2016,GDP real rates of growth (percent),1.4,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
748,Eswatini,2017,GDP real rates of growth (percent),2,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
231,Ethiopia,2015,GDP real rates of growth (percent),10.4,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
231,Ethiopia,2016,GDP real rates of growth (percent),7.6,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
231,Ethiopia,2017,GDP real rates of growth (percent),11.1,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
246,Finland,2015,GDP real rates of growth (percent),0.1,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,33,63,26,59,45.25
246,Finland,2016,GDP real rates of growth (percent),2.5,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,33,63,26,59,45.25
246,Finland,2017,GDP real rates of growth (percent),2.8,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,33,63,26,59,45.25
250,France,2015,GDP real rates of growth (percent),1.1,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,68,71,43,86,67
250,France,2016,GDP real rates of growth (percent),1.2,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,68,71,43,86,67
250,France,2017,GDP real rates of growth (percent),2.2,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,68,71,43,86,67
258,French Polynesia,2015,GDP real rates of growth (percent),1.3,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,,,,,
258,French Polynesia,2016,GDP real rates of growth (percent),1.5,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,,,,,
258,French Polynesia,2017,GDP real rates of growth (percent),2.3,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,,,,,
266,Gabon,2015,GDP real rates of growth (percent),3.9,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
266,Gabon,2016,GDP real rates of growth (percent),2.1,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
266,Gabon,2017,GDP real rates of growth (percent),1.1,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
270,Gambia,2015,GDP real rates of growth (percent),5.9,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
270,Gambia,2016,GDP real rates of growth (percent),0.4,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
270,Gambia,2017,GDP real rates of growth (percent),4.6,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
268,Georgia,2015,GDP real rates of growth (percent),2.9,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,,,,,
268,Georgia,2016,GDP real rates of growth (percent),2.8,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,,,,,
268,Georgia,2017,GDP real rates of growth (percent),4.8,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,,,,,
276,Germany,2015,GDP real rates of growth (percent),1.7,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,35,67,66,65,58.25
276,Germany,2016,GDP real rates of growth (percent),2.2,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,35,67,66,65,58.25
276,Germany,2017,GDP real rates of growth (percent),2.2,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,35,67,66,65,58.25
288,Ghana,2015,GDP real rates of growth (percent),2.2,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
288,Ghana,2016,GDP real rates of growth (percent),3.4,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
288,Ghana,2017,GDP real rates of growth (percent),8.1,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
300,Greece,2015,GDP real rates of growth (percent),-0.4,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,60,35,57,112,66
300,Greece,2016,GDP real rates of growth (percent),-0.2,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,60,35,57,112,66
300,Greece,2017,GDP real rates of growth (percent),1.5,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,60,35,57,112,66
304,Greenland,2015,GDP real rates of growth (percent),-2.5,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,,,,,
304,Greenland,2016,GDP real rates of growth (percent),6,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,,,,,
304,Greenland,2017,GDP real rates of growth (percent),1,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,,,,,
308,Grenada,2015,GDP real rates of growth (percent),6.4,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",America,,,,,
308,Grenada,2016,GDP real rates of growth (percent),3.7,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",America,,,,,
308,Grenada,2017,GDP real rates of growth (percent),5.1,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",America,,,,,
320,Guatemala,2015,GDP real rates of growth (percent),4.1,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",America,95,6,37,101,59.75
320,Guatemala,2016,GDP real rates of growth (percent),3.1,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",America,95,6,37,101,59.75
320,Guatemala,2017,GDP real rates of growth (percent),2.8,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",America,95,6,37,101,59.75
324,Guinea,2015,GDP real rates of growth (percent),3.8,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
324,Guinea,2016,GDP real rates of growth (percent),10.5,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
324,Guinea,2017,GDP real rates of growth (percent),8.2,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
624,Guinea-Bissau,2015,GDP real rates of growth (percent),6.1,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
624,Guinea-Bissau,2016,GDP real rates of growth (percent),6.3,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
624,Guinea-Bissau,2017,GDP real rates of growth (percent),5.9,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
328,Guyana,2015,GDP real rates of growth (percent),3.1,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",America,,,,,
328,Guyana,2016,GDP real rates of growth (percent),3.4,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",America,,,,,
328,Guyana,2017,GDP real rates of growth (percent),2.2,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",America,,,,,
332,Haiti,2015,GDP real rates of growth (percent),1.2,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",America,,,,,
332,Haiti,2016,GDP real rates of growth (percent),1.5,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",America,,,,,
332,Haiti,2017,GDP real rates of growth (percent),1.2,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",America,,,,,
340,Honduras,2015,GDP real rates of growth (percent),3.8,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",America,,,,,
340,Honduras,2016,GDP real rates of growth (percent),3.8,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",America,,,,,
340,Honduras,2017,GDP real rates of growth (percent),4.8,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",America,,,,,
348,Hungary,2015,GDP real rates of growth (percent),3.5,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,46,80,88,82,74
348,Hungary,2016,GDP real rates of growth (percent),2.3,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,46,80,88,82,74
348,Hungary,2017,GDP real rates of growth (percent),4.1,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,46,80,88,82,74
352,Iceland,2015,GDP real rates of growth (percent),4.5,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,,,,,
352,Iceland,2016,GDP real rates of growth (percent),7.4,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,,,,,
352,Iceland,2017,GDP real rates of growth (percent),4,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,,,,,
356,India,2015,GDP real rates of growth (percent),8.2,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,77,48,56,40,55.25
356,India,2016,GDP real rates of growth (percent),7.1,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,77,48,56,40,55.25
356,India,2017,GDP real rates of growth (percent),6.7,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,77,48,56,40,55.25
360,Indonesia,2015,GDP real rates of growth (percent),4.9,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,78,14,46,48,46.5
360,Indonesia,2016,GDP real rates of growth (percent),5,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,78,14,46,48,46.5
360,Indonesia,2017,GDP real rates of growth (percent),5.1,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,78,14,46,48,46.5
364,Iran (Islamic Republic of),2015,GDP real rates of growth (percent),-1.3,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,58,41,43,59,50.25
364,Iran (Islamic Republic of),2016,GDP real rates of growth (percent),13.4,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,58,41,43,59,50.25
364,Iran (Islamic Republic of),2017,GDP real rates of growth (percent),3.8,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,58,41,43,59,50.25
368,Iraq,2015,GDP real rates of growth (percent),3.8,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,,,,,
368,Iraq,2016,GDP real rates of growth (percent),9.6,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,,,,,
368,Iraq,2017,GDP real rates of growth (percent),1,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,,,,,
372,Ireland,2015,GDP real rates of growth (percent),25.8,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,28,70,68,35,50.25
372,Ireland,2016,GDP real rates of growth (percent),5,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,28,70,68,35,50.25
372,Ireland,2017,GDP real rates of growth (percent),7.8,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,28,70,68,35,50.25
376,Israel,2015,GDP real rates of growth (percent),2.6,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,13,54,47,81,48.75
376,Israel,2016,GDP real rates of growth (percent),4,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,13,54,47,81,48.75
376,Israel,2017,GDP real rates of growth (percent),3.5,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,13,54,47,81,48.75
380,Italy,2015,GDP real rates of growth (percent),0.9,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,50,76,70,75,67.75
380,Italy,2016,GDP real rates of growth (percent),1.1,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,50,76,70,75,67.75
380,Italy,2017,GDP real rates of growth (percent),1.6,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,50,76,70,75,67.75
388,Jamaica,2015,GDP real rates of growth (percent),0.9,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",America,45,39,68,13,41.25
388,Jamaica,2016,GDP real rates of growth (percent),1.4,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",America,45,39,68,13,41.25
388,Jamaica,2017,GDP real rates of growth (percent),1,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",America,45,39,68,13,41.25
392,Japan,2015,GDP real rates of growth (percent),1.4,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,54,46,95,92,71.75
392,Japan,2016,GDP real rates of growth (percent),0.9,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,54,46,95,92,71.75
392,Japan,2017,GDP real rates of growth (percent),1.7,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,54,46,95,92,71.75
400,Jordan,2015,GDP real rates of growth (percent),2.6,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,,,,,
400,Jordan,2016,GDP real rates of growth (percent),2.1,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,,,,,
400,Jordan,2017,GDP real rates of growth (percent),2.1,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,,,,,
398,Kazakhstan,2015,GDP real rates of growth (percent),1.2,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,,,,,
398,Kazakhstan,2016,GDP real rates of growth (percent),1.1,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,,,,,
398,Kazakhstan,2017,GDP real rates of growth (percent),4,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,,,,,
404,Kenya,2015,GDP real rates of growth (percent),5.7,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
404,Kenya,2016,GDP real rates of growth (percent),5.9,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
404,Kenya,2017,GDP real rates of growth (percent),4.9,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
412,Kosovo,2015,GDP real rates of growth (percent),4.1,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,,,,,
412,Kosovo,2016,GDP real rates of growth (percent),4.1,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,,,,,
412,Kosovo,2017,GDP real rates of growth (percent),4.2,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,,,,,
414,Kuwait,2015,GDP real rates of growth (percent),0.6,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,,,,,
414,Kuwait,2016,GDP real rates of growth (percent),2.9,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,,,,,
414,Kuwait,2017,GDP real rates of growth (percent),-3.5,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,,,,,
417,Kyrgyzstan,2015,GDP real rates of growth (percent),3.9,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,,,,,
417,Kyrgyzstan,2016,GDP real rates of growth (percent),4.3,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,,,,,
417,Kyrgyzstan,2017,GDP real rates of growth (percent),4.6,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,,,,,
418,Lao People's Dem. Rep.,2015,GDP real rates of growth (percent),7.3,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,,,,,
